Deal ID	Companies	Year Founded	Employees	Raised to Date	Announced Date	All Industries	Primary Industry Sector	Primary Industry Group	New Investors	Implied EV	Keywords	Verticals	Deal Size	Post Valuation	EBITDA	Valuation/EBITDA	Revenue	Valuation/Revenue	Net Income	Deal Date	Deal Type	Investors	Primary Industry Code	HQ Location	View Company Online
219770-38T	Incipy	2009				"Consulting Services (B2B), IT Consulting and Outsourcing, Media and Information Services (B2B)*"	Business Products and Services (B2B)	Commercial Services		0.97	"data analysis, digital innovation, digital transformation agency, digital transformation firm, marketing strategy agency, marketing strategy consulting, transformative service"		1.07	1.07	0.11	10.05	1.21	0.89	0.09	03-Apr-2023	Merger/Acquisition	Knowmad Mood (MAD: ATSI)(José Fernández)	Media and Information Services (B2B)	"Barcelona, Spain"	
158506-39T	Incuvo (WAR: IVO)	2012		3.11	17-Jun-2020	"Entertainment Software*, Software Development Applications"	Information Technology	Software			"gaming content, gaming developer, gaming platform, gaming publisher, gaming studio, mobile games, online games, social gaming, social interactive games, video games"	"Gaming, Mobile"	0.76	8.13	0.1	80.28	0.45	17.88	0.04	13-Jan-2021	IPO		Entertainment Software	"Katowice, Poland"	
176641-39T	Indieflix	2005			29-Jul-2021	Entertainment Software*	Information Technology	Software	Liquid Media Group	2.43	"documentaries film, documentaries show, film promotion, global streaming service, social impact film, streaming media, video streaming service"		2.43	2.43						22-Sep-2021	Merger/Acquisition	Liquid Media Group (OTCM: YVRLF)(Ronald Thomson)	Entertainment Software	"Seattle, WA"	
226250-92T	Indieflix	2005				Entertainment Software*	Information Technology	Software		1.2	"documentaries film, documentaries show, film promotion, global streaming service, social impact film, streaming media, video streaming service"		1.2	1.2						16-Jun-2023	Merger/Acquisition		Entertainment Software	"Seattle, WA"	
171762-40T	INDUS.AI	2017		15.3		"Business/Productivity Software*, Construction and Engineering"	Information Technology	Software		24.3	"analytics intelligence, cloud-based technology, computer vision data, construction analytics, construction intelligence, construction monitoring"	"Artificial Intelligence & Machine Learning, Construction Technology, SaaS"	24.3	24.3						03-May-2021	Merger/Acquisition	Procore Technologies (NYS: PCOR)(Craig Courtemanche)	Business/Productivity Software	"San Francisco, CA"	
190342-72T	Industrial Climate Solutions	2017	7	0.73	01-Feb-2022	Machinery (B2B)*	Business Products and Services (B2B)	Commercial Products		4.07	"carbon capture and storage, carbon capture equipment, carbon capture technology, flue gas treatment services, gas processing equipment, greenhouse gas management, greenhouse product, low-carbon manufacturing and industrial process"	"CleanTech, Climate Tech, LOHAS & Wellness, Manufacturing"	4.07	4.07			2	2.03		01-Feb-2022	Merger/Acquisition	Baker Hughes (NAS: BKR)	Machinery (B2B)	"Calgary, Canada"	
265476-07T	Infinera	2000		815.12	27-Jun-2024	"Other Communications and Networking, Telecommunications Service Providers*"	Information Technology	Communications and Networking		1623.98	"intelligent transport system, network provider, optical network provider, optical networking, optical networking device, optical solutions"	TMT	1769.85	1769.85	-41.77	-42.37	1418.45	1.25	-150.34	28-Feb-2025	Merger/Acquisition	Nokia (HEL: NOKIA)(Pekka Lundmark)	Telecommunications Service Providers	"San Jose, CA"	
157257-55T	Infinity Stone Ventures	2007		5	06-Oct-2020	"Other Metals, Minerals and Mining*"	Materials and Resources	"Metals, Minerals and Mining"	Tracker Ventures		"asset tracking & management, asset tracking and management, battery metal, clean energy, enterprise supply chain management, esg investment, graphite exploration, lithium battery technology, mining business, mining company"	Mobile	15		-24.12		0.16		-24.22	13-Jul-2021	Reverse Merger	Tracker Ventures(Zayn Kalyan)	"Other Metals, Minerals and Mining"	"Vancouver, Canada"	
192077-56T	Inflection Risk Solutions	2006		30		"Business/Productivity Software*, Human Capital Services"	Information Technology	Software		350	"employment screening service, enterprise resource planning, erp, fraud prevention tools, hr software, human capital management, identity protection platform, identity protection tools, identity verification, screening platform, screening systems"	"HR Tech, TMT"	350	350						07-Apr-2022	Merger/Acquisition	Checkr(Daniel Yanisse)	Business/Productivity Software	"San Francisco, CA"	
306557-92T	Infleqtion (NYS: INFQ)	2007		301.79	30-Jun-2025	"Computers, Parts and Peripherals*, Electronic Equipment and Instruments, Software Development Applications"	Information Technology	Computer Hardware	Churchill Capital X		"information processing, intelligent sensors, quantum computing, quantum computing system, quantum information, quantum software"	"Artificial Intelligence & Machine Learning, Cybersecurity, Infrastructure, SaaS"	416	2216	-28.15	-78.72	30.93	71.65	-29.3	17-Feb-2026	Reverse Merger	Churchill Capital X(Michael Klein)	"Computers, Parts and Peripherals"	"Louisville, CO"	
268023-25T	Influential	2013		40.3	25-Jul-2024	"Business/Productivity Software*, Media and Information Services (B2B)"	Information Technology	Software		380	"campaign monitoring, content sharing, crm, customer relationship management, data advertising, influencer marketing, influencer marketing platform, influencer platform, market intelligence, marketing advertising services, online monetization, promotional platform, targeted marketing, vertical application"	"AdTech, Artificial Intelligence & Machine Learning, Marketing Tech, SaaS"	380	380						25-Jul-2024	Merger/Acquisition	Publicis Groupe (PAR: PUB)(Arthur Sadoun)	Business/Productivity Software	"Las Vegas, NV"	
186938-65T	Infocyte	2014		13.15		"Business/Productivity Software, Network Management Software*"	Information Technology	Software		43.52	"cyber security platform, cyber security service, malware detection, security service, threat detection platform, threat hunting, threat hunting platform, threat hunting system"	"Cybersecurity, TMT"	43.52	43.52						20-Jan-2022	Merger/Acquisition	"Datto(Timothy Weller), Vista Equity Partners"	Network Management Software	"Travis, TX"	
289865-17T	InfoSum	2015		92.1	02-Apr-2025	"Business/Productivity Software, Network Management Software*"	Information Technology	Software		116.88	"business analytics software, customer data, customer data protection, customer privacy, data normalization, data onboarding, database software system, differential privacy, identity protection, identity resolution"	"Artificial Intelligence & Machine Learning, Big Data, Cybersecurity, SaaS, TMT"	117.28	117.28	-11.85	-9.9	6.52	17.99	-12.02	04-Apr-2025	Merger/Acquisition	WPP (LON: WPP)(Mark Read)	Network Management Software	"Basingstoke, United Kingdom"	
189171-91T	Infutor Data Solutions	2003		40		Business/Productivity Software*	Information Technology	Software		220.7	"consumer data analysis, consumer data privacy, crm, customer analysis, customer relationship management, database compilation, identity management software, information services company"	"Marketing Tech, SaaS"	220.7	220.7						11-Feb-2022	Merger/Acquisition	Verisk Analytics (NAS: VRSK)	Business/Productivity Software	"Oakbrook Terrace, IL"	
250062-58T	Inhibrx	2010		428.55	22-Jan-2024	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		1683.59	"antibody generation, antibody platform technology, biologics, biologics therapeutics provider, biotechnology company, biotherapeutics pipeline, peptides, protein, therapeutic candidates development"	"Life Sciences, Oncology"	1938.57	1938.57	-248.59	-7.8	1.78	1087.25	-271.16	30-May-2024	Merger/Acquisition	Sanofi (PAR: SAN)	Drug Discovery	"La Jolla, CA"	
307944-91T	Inigo (Insurance)	2020		786.95	18-Sep-2025	Other Insurance*	Financial Services	Insurance			"insurance group, insurance holding company, insurance underwriting, risk insurance, specialty insurance, underwriting services"	InsurTech	1670	1670						02-Feb-2026	Merger/Acquisition	Radian Group (NYS: RDN)(Richard Thornberry)	Other Insurance	"London, United Kingdom"	
256888-27T	Inin Group	2013		21.94	31-May-2024	"Infrastructure, Other Financial Services*"	Financial Services	Other Financial Services		8.65	"financial services, infrastructure investment, infrastructure services company, investment company, investment service, investment service firm"	Infrastructure	18.11	22.71	-2.62	-8.66	141.29	0.16	-12.22	11-Nov-2024	Merger/Acquisition	Qben Infra (STO: QBEN)	Other Financial Services	"Oslo, Norway"	
171603-55T	Inivata	2014		163.82	05-May-2021	Diagnostic Equipment*	Healthcare	Healthcare Devices and Supplies		363.4	"cancer detection, cancer genomics, cancer identification, cancer testing, cancer treatment research, circulating tumor, liquid biopsy tools, precision medicine"	"Life Sciences, Oncology"	398.6	398.6	-25.84	-15.43			-23.75	18-Jun-2021	Merger/Acquisition	NeoGenomics (Fort Myers) (NAS: NEO)(Mark Mallon)	Diagnostic Equipment	"Morrisville, NC"	
186783-67T	Inkbox	2015		16.05	18-Jan-2022	"Accessories*, Internet Retail, Other Services (B2C Non-Financial)"	Consumer Products and Services (B2C)	Apparel and Accessories	BIC	65	"body tattoos, inking systems, online tattoos platform, tattoos design, tattoos maker, tattoos studio"	"E-Commerce, TMT"	65	65			27	2.41		01-Feb-2022	Merger/Acquisition	BIC (PAR: BB)(Gonzalve Bich)	Accessories	"Toronto, Canada"	
233891-83T	Inlightened	2019		1.7		Enterprise Systems (Healthcare)*	Healthcare	Healthcare Technology Systems		6.9	"advisory and consulting services, enterprise resource planning, healthcare platform, healthcare professionals, information services, medical advisory, medical research, saas-based services, saas-based system"	"HealthTech, SaaS"	6.9	6.9						09-Aug-2023	Merger/Acquisition	LocumTenens.com(Chris Franklin)	Enterprise Systems (Healthcare)	"Boston, MA"	
324010-63T	Innis & Gunn	2003		29.9		Beverages*	Consumer Products and Services (B2C)	Consumer Non-Durables		6.09	"alcohol brewery, brewery bar, brewing techniques, craft beer brewing, drinking bar, microbrewery beer, seasonal beer"	E-Commerce	6.09	6.09						06-Mar-2026	Merger/Acquisition	C&C Group (LON: CCR)(Roger White)	Beverages	"Edinburgh, United Kingdom"	
177766-30T	Innovium	2014		387.5	03-Aug-2021	Application Specific Semiconductors*	Information Technology	Semiconductors		1000	"cloud data, cloud network, data center infrastructure, data center networking, data center product, edge data center, processor design, silicon solution"	"Artificial Intelligence & Machine Learning, Industrials, TMT"	1000	1000			0.02	42372.88		05-Oct-2021	Merger/Acquisition	Marvell Technology (NAS: MRVL)	Application Specific Semiconductors	"San Jose, CA"	
187808-50T	Innoviva Specialty Therapeutics	2015		264.4	23-May-2022	"Holding Companies*, Pharmaceuticals"	Financial Services	Other Financial Services		72.45	"antibacterial agent, antibacterial medicine, antibacterial spray, antibacterial therapeutics, bacteria killing drugs, bacterial disease, pharmaceutical"		42.4	106	-51.61	-2.05	0		-51.7	11-Jul-2022	Merger/Acquisition	Innoviva (NAS: INVA)(Pavel Raifeld)	Holding Companies	"Waltham, MA"	
183791-17T	Inositec	2015		1.44	22-Nov-2021	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		119.33	"biochemical drugs, calcification disorder, drug discovery, renal therapeutics, small molecular drug, soft tissue treatment, vascular calcification prevention"	Life Sciences	119.33	119.33						30-Nov-2021	Merger/Acquisition	CSL Vifor(Abbas Hussain)	Drug Discovery	"Zurich, Switzerland"	
295136-92T	Inozyme Pharma	2015		330.55	16-May-2025	"Biotechnology, Drug Discovery*"	Healthcare	Pharmaceuticals and Biotechnology		232.18	"biologics, biopharmaceutical, calcification disorder, drug discovery, drug discovery unit, enzymes replacement therapy, rare diseases therapeutics"	"HealthTech, Life Sciences"	316.96	316.96	-106.75	-2.97	0		-106.72	01-Jul-2025	Merger/Acquisition	BioMarin Pharmaceutical (NAS: BMRN)(Alexander Hardy)	Drug Discovery	"Boston, MA"	
158353-39T	Inphi	2000		150.29	29-Oct-2020	"Application Specific Semiconductors*, Other Semiconductors"	Information Technology	Semiconductors		9750.61	"data movement, measurement equipment, oem, semiconductor equipment, semiconductor manufacturer, semiconductor process, semiconductor solution"	TMT	9917.53	9917.53	107.58	92.19	682.95	14.52	-59.74	20-Apr-2021	Merger/Acquisition	Marvell Technology (NAS: MRVL)	Application Specific Semiconductors	"San Jose, CA"	
180337-06T	Inpria	2007	50	74.41	17-Sep-2021	"General Purpose Semiconductors, Industrial Supplies and Parts*"	Business Products and Services (B2B)	Commercial Products		653.11	"electronic materials, euv lithography, metal oxide, optical coating, print electronic, semiconductor manufacturer, semiconductor manufacturing"	Manufacturing	514	653.11						29-Oct-2021	Merger/Acquisition	JSR(Eric Johnson)	Industrial Supplies and Parts	"Corvallis, OR"	
185537-35T	Inras	2011	5			"Electronic Equipment and Instruments, General Purpose Semiconductors*, Other Commercial Products"	Information Technology	Semiconductors		2.69	"sensor fusion algorithm, sensor manufacturing, sensor technology, sensor technology company, sensor technology developer, sensor technology support, sensor technology systems"	"Manufacturing, TMT"	3.16	3.16						21-Dec-2021	Merger/Acquisition	Joby Aviation (NYS: JOBY)(JoeBen Bevirt)	General Purpose Semiconductors	"Linz, Austria"	
207863-29T	Inscopix	2011		11.5		"Biotechnology, Diagnostic Equipment*"	Healthcare	Healthcare Devices and Supplies		101.5	"brain imaging, brain imaging device, brain imaging platform, brain imaging software, brain imaging technology, imaging device, imaging device developer"	"HealthTech, Life Sciences, Manufacturing"	101.5	101.5			25	4.06		07-Nov-2022	Merger/Acquisition	Bruker (NAS: BRKR)	Diagnostic Equipment	"Mountain View, CA"	
184813-21T	Insignia Health	2006		0.25		Outcome Management (Healthcare)*	Healthcare	Healthcare Technology Systems		34.42	"care management, health management, health management platform, health management system, health management tool, patient activation"	"Digital Health, HealthTech, TMT"	34.42	34.42						03-Dec-2021	Merger/Acquisition	Phreesia (NYS: PHR)	Outcome Management (Healthcare)	"Wilmington, DE"	
232475-05T	Insmed Innovation	2017		9.82		"Biotechnology, Drug Discovery*, Pharmaceuticals"	Healthcare	Pharmaceuticals and Biotechnology		390.31	"chemistry, drugs biotech, drugs therapy, human genetics, rare disease therapy, small molecule, therapeutics development, therapeutics innovation, therapeutics system"	Life Sciences	398.9	398.9	-4.09	-97.61	3.92	101.81	-3.55	30-Jun-2023	Merger/Acquisition	Insmed (NAS: INSM)	Drug Discovery	"Cambridge, United Kingdom"	
220044-70T	Inspire Veterinary Partners (OTCM: IVPR)	2020		17.9	07-Apr-2023	Other Healthcare Services*	Healthcare	Healthcare Services			"veterinary, veterinary clinic, veterinary company, veterinary practice, veterinary sector, veterinary service provider, veterinary services"		28.74	44.69	-3.33	-13.42	14.88	3	-6.11	30-Aug-2023	IPO		Other Healthcare Services	"Virginia Beach, VA"	
234353-35T	Instacart (NAS: CART)	2012		3109	25-Aug-2023	"Application Software, Internet Retail*"	Consumer Products and Services (B2C)	Retail			"delivery application, delivery application software, delivery service, food ecommerce, goods delivery, grocery delivery, grocery platform, last mile delivery, location-based shopping, online grocery delivery, restaurant marketplace"	"E-Commerce, Mobile"	660	8299.6	456	18.2	2900	2.86	744	19-Sep-2023	IPO		Internet Retail	"San Francisco, CA"	
191807-11T	Instaclustr	2013		26.93	07-Apr-2022	Database Software*	Information Technology	Software		498	"analytics, big data, cloud-based platform, consulting solutions, data software & systems, database infrastructure, database infrastructure management, database management system, open source, open source data, open source technology, saas platform"	"Big Data, SaaS, TMT"	498	498						20-May-2022	Merger/Acquisition	NetApp (NAS: NTAP)(George Kurian)	Database Software	"San Jose, CA"	
